P,C,G,M,A,Capacity [kWh]
P6,C8,G1,M1,A3
P6,C8,G1,M1,A4
P6,C8,G1,M1,A5
P6,C8,G1,M2,A3
P6,C8,G1,M2,A4
P6,C8,G1,M2,A5
P6,C8,G1,M3,A3
P6,C8,G1,M3,A4
P6,C8,G1,M3,A5
P6,C8,G1,M4,A3
P6,C8,G1,M4,A4
P6,C8,G1,M4,A5
P6,C8,G2,M1,A3
P6,C8,G2,M1,A4
P6,C8,G2,M1,A5
P6,C8,G2,M2,A3
P6,C8,G2,M2,A4
P6,C8,G2,M2,A5
P6,C8,G2,M3,A3
P6,C8,G2,M3,A4
P6,C8,G2,M3,A5
P6,C8,G2,M4,A3
P6,C8,G2,M4,A4
P6,C8,G2,M4,A5
P6,C8,G3,M1,A3
P6,C8,G3,M1,A4
P6,C8,G3,M1,A5
P6,C8,G3,M2,A3
P6,C8,G3,M2,A4
P6,C8,G3,M2,A5
P6,C8,G3,M3,A3
P6,C8,G3,M3,A4
P6,C8,G3,M3,A5
P6,C8,G3,M4,A3
P6,C8,G3,M4,A4
P6,C8,G3,M4,A5
