P1,C1,G1,M1,A3
P1,C1,G1,M1,A4
P1,C1,G1,M1,A5
P1,C1,G1,M2,A3
P1,C1,G1,M2,A4
P1,C1,G1,M2,A5
P1,C1,G1,M3,A3
P1,C1,G1,M3,A4
P1,C1,G1,M3,A5
P1,C1,G1,M4,A3
P1,C1,G1,M4,A4
P1,C1,G1,M4,A5
P1,C1,G2,M1,A3
P1,C1,G2,M1,A4
P1,C1,G2,M1,A5
P1,C1,G2,M2,A3
P1,C1,G2,M2,A4
P1,C1,G2,M2,A5
P1,C1,G2,M3,A3
P1,C1,G2,M3,A4
P1,C1,G2,M3,A5
P1,C1,G2,M4,A3
P1,C1,G2,M4,A4
P1,C1,G2,M4,A5
P1,C1,G3,M1,A3
P1,C1,G3,M1,A4
P1,C1,G3,M1,A5
P1,C1,G3,M2,A3
P1,C1,G3,M2,A4
P1,C1,G3,M2,A5
P1,C1,G3,M3,A3
P1,C1,G3,M3,A4
P1,C1,G3,M3,A5
P1,C1,G3,M4,A3
P1,C1,G3,M4,A4
P1,C1,G3,M4,A5
P1,C2,G1,M1,A3
P1,C2,G1,M1,A4
P1,C2,G1,M1,A5
P1,C2,G1,M2,A3
P1,C2,G1,M2,A4
P1,C2,G1,M2,A5
P1,C2,G1,M3,A3
P1,C2,G1,M3,A4
P1,C2,G1,M3,A5
P1,C2,G1,M4,A3
P1,C2,G1,M4,A4
P1,C2,G1,M4,A5
P1,C2,G2,M1,A3
P1,C2,G2,M1,A4
P1,C2,G2,M1,A5
P1,C2,G2,M2,A3
P1,C2,G2,M2,A4
P1,C2,G2,M2,A5
P1,C2,G2,M3,A3
P1,C2,G2,M3,A4
P1,C2,G2,M3,A5
P1,C2,G2,M4,A3
P1,C2,G2,M4,A4
P1,C2,G2,M4,A5
P1,C2,G3,M1,A3
P1,C2,G3,M1,A4
P1,C2,G3,M1,A5
P1,C2,G3,M2,A3
P1,C2,G3,M2,A4
P1,C2,G3,M2,A5
P1,C2,G3,M3,A3
P1,C2,G3,M3,A4
P1,C2,G3,M3,A5
P1,C2,G3,M4,A3
P1,C2,G3,M4,A4
P1,C2,G3,M4,A5
P1,C3,G1,M1,A3
P1,C3,G1,M1,A4
P1,C3,G1,M1,A5
P1,C3,G1,M2,A3
P1,C3,G1,M2,A4
P1,C3,G1,M2,A5
P1,C3,G1,M3,A3
P1,C3,G1,M3,A4
P1,C3,G1,M3,A5
P1,C3,G1,M4,A3
P1,C3,G1,M4,A4
P1,C3,G1,M4,A5
P1,C3,G2,M1,A3
P1,C3,G2,M1,A4
P1,C3,G2,M1,A5
P1,C3,G2,M2,A3
P1,C3,G2,M2,A4
P1,C3,G2,M2,A5
P1,C3,G2,M3,A3
P1,C3,G2,M3,A4
P1,C3,G2,M3,A5
P1,C3,G2,M4,A3
P1,C3,G2,M4,A4
P1,C3,G2,M4,A5
P1,C3,G3,M1,A3
P1,C3,G3,M1,A4
P1,C3,G3,M1,A5
P1,C3,G3,M2,A3
P1,C3,G3,M2,A4
P1,C3,G3,M2,A5
P1,C3,G3,M3,A3
P1,C3,G3,M3,A4
P1,C3,G3,M3,A5
P1,C3,G3,M4,A3
P1,C3,G3,M4,A4
P1,C3,G3,M4,A5
P1,C4,G1,M1,A3
P1,C4,G1,M1,A4
P1,C4,G1,M1,A5
P1,C4,G1,M2,A3
